"VariableMatch" "Lower" "Estimate" "Upper"
"2609" "7634" -1643711 -1206499 -769287
"2610" "7635" -1510438 -1171671 -832904
"2611" "7636" -1815439 -1378381 -941323
"2612" "7641" -1351486 -1125025 -898564
"2613" "7642" -1370339 -1134745 -899151
"2614" "7645" -1564708 -1311570 -1058432
"2615" "7651" -1397716 -1185096 -972476
"2616" "7661" -1653058 -1390381 -1127704
"2617" "7665" -1401547 -1179125 -956703
"2618" "7666" -1457734 -1119002 -780270
"2619" "7667" -1555431 -1216639 -877847
"2620" "7668" -1756176 -1319187 -882198
"2621" "7671" -1396721 -1178683 -960645
"2622" "7672" -1404035 -1141247 -878459
"2623" "7675" -1711218 -1274070 -836922
"2624" "7676" -1572760 -1337051 -1101342
"2625" "7678" -1394559 -1170237 -945915
"2626" "7679" -1459554 -1230536 -1001518
"2627" "7681" -1433949 -1198296 -962643
"2628" "7683" -1508418 -1209032 -909646
"2629" "7685" -1456263 -1210644 -965025
"2630" "7686" -1743705 -1306772 -869839
"2631" "7688" -1506996 -1208008 -909020
"2632" "7691" -1411462 -1195602 -979742
"2633" "7692" -1430428 -1198454 -966480
"2634" "7693" -1413107 -1167419 -921731
"2635" "7694" -1476549 -1252333 -1028117
"2636" "7695" -1478861 -1179930 -880999
"2637" "7696" -1700015 -1263018 -826021
"2638" "7701" -1386259 -1186523 -986787
"2639" "7702" -1468638 -1228681 -988724
"2640" "7705" -1548668 -1111583 -674498
"2641" "7707" -1375068 -1171335 -967602
"2642" "7711" -1364181 -1161521 -958861
"2643" "7715" -1482695 -1205634 -928573
"2644" "7721" -1307227 -1103113 -898999
"2645" "7722" -1388491 -1185813 -983135
"2646" "7731" -1404540 -1198458 -992376
"2647" "7734" -1568970 -1230176 -891382
"2648" "7735" -1450622 -1151541 -852460
"2649" "7737" -1623696 -1346552 -1069408
"2650" "7738" -1574524 -1334080 -1093636
"2651" "7739" -1480132 -1181071 -882010
"2652" "7741" -1449260 -1249644 -1050028
"2653" "7742" -1403621 -1201936 -1000251
"2654" "7751" -1439395 -1230429 -1021463
"2655" "7753" -1459727 -1224121 -988515
"2656" "7754" -1498135 -1245118 -992101
"2657" "7755" -1552757 -1312651 -1072545
"2658" "7756" -1882338 -1445343 -1008348
"2659" "7761" -1422457 -1214994 -1007531
"2660" "7764" -1651731 -1352614 -1053497
"2661" "7765" -1463999 -1218376 -972753
"2662" "7766" -1528180 -1229234 -930288
"2663" "7771" -1433397 -1217549 -1001701
"2664" "7772" -1385439 -1180797 -976155
"2665" "7773" -1387051 -1164674 -942297
"2666" "7775" -1453034 -1241738 -1030442
"2667" "7776" -1461409 -1250057 -1038705
"2668" "7777" -1501522 -1275074 -1048626
"2669" "7781" -1727501 -1450459 -1173417
"2670" "7782" -1479856 -1255583 -1031310
"2671" "7783" -1400325 -1187747 -975169
"2672" "7784" -1618425 -1319371 -1020317
"2673" "7785" -1641284 -1204138 -766992
"2674" "7786" -1527282 -1295107 -1062932
"2675" "7788" -1822670 -1523549 -1224428
"2676" "7791" -1439069 -1162021 -884973
"2677" "7793" -1579264 -1142185 -705106
"2678" "7795" -1510606 -1073459 -636312
"2679" "7796" -1904832 -1467849 -1030866
"2680" "7798" -1631480 -1194547 -757614
"2681" "7811" -1361886 -1132942 -903998
"2682" "7812" -1373877 -1170788 -967699
"2683" "7813" -1387050 -1158070 -929090
"2684" "7814" -1457388 -1230922 -1004456
"2685" "7815" -1358606 -1141730 -924854
"2686" "7822" -1415686 -1193325 -970964
"2687" "7823" -1381694 -1178495 -975296
"2688" "7824" -1398803 -1191593 -984383
"2689" "7825" -1382114 -1119187 -856260
"2690" "7826" -1430914 -1198902 -966890
"2691" "7827" -1376537 -1172677 -968817
"2692" "7828" -1412251 -1196374 -980497
"2693" "7831" -1451701 -1246667 -1041633
"2694" "7833" -1457224 -1251361 -1045498
"2695" "7841" -1428743 -1202278 -975813
"2696" "7842" -1892221 -1553327 -1214433
"2697" "7843" -1476853 -1236717 -996581
"2698" "7844" -1433932 -1201954 -969976
"2699" "7845" -1467943 -1168798 -869653
"2700" "7846" -1542105 -1264903 -987701
"2701" "7847" -1701781 -1402764 -1103747
"2702" "7848" -1485612 -1208739 -931866
"2703" "7849" -1696725 -1259556 -822387
"2704" "7851" -1533329 -1287470 -1041611
"2705" "7853" -2308218 -1870568 -1432918
"2706" "7854" -1419555 -1202682 -985809
"2707" "7855" -1644462 -1345320 -1046178
"2708" "7856" -1593485 -1294514 -995543
"2709" "7861" -1454443 -1237604 -1020765
"2710" "7863" -1391163 -1145367 -899571
"2711" "7864" -1604601 -1351549 -1098497
"2712" "7871" -1511638 -1258608 -1005578
"2713" "7872" -1534889 -1294749 -1054609
"2714" "7873" -1459899 -1121020 -782141
"2715" "7874" -1543182 -1244149 -945116
"2716" "7875" -1500304 -1282267 -1064230
"2717" "7876" -1536852 -1321885 -1106918
"2718" "7877" -1538975 -1200102 -861229
"2719" "7881" -1464281 -1263386 -1062491
"2720" "7884" -1549352 -1317347 -1085342
"2721" "7885" -1452373 -1225938 -999503
"2722" "7887" -1455400 -1248218 -1041036
"2723" "7889" -1560112 -1221241 -882370
"2724" "7891" -1420533 -1217786 -1015039
"2725" "7892" -1598670 -1161604 -724538
"2726" "7894" -1448832 -1242504 -1036176
"2727" "7895" -1565110 -1329400 -1093690
"2728" "7901" -1325387 -1109628 -893869
"2729" "7902" -1334698 -1126570 -918442
"2730" "7903" -1575116 -1276038 -976960
"2731" "7904" -1376034 -1164104 -952174
"2732" "7905" -1357099 -1132874 -908649
"2733" "7906" -1341008 -1136349 -931690
"2734" "7907" -1380207 -1140208 -900209
"2735" "7908" -1350520 -1149223 -947926
"2736" "7909" -1403143 -1174151 -945159
"2737" "7910" -1635591 -1296806 -958021
"2738" "7911" -1527309 -1090073 -652837
"2739" "7912" -1455110 -1192315 -929520
"2740" "7913" -1388278 -1184266 -980254
"2741" "7914" -1397848 -1157944 -918040
"2742" "7916" -1425471 -1214673 -1003875
"2743" "7917" -1417735 -1206943 -996151
"2744" "7918" -1425285 -1208373 -991461
"2745" "7921" -1368886 -1165924 -962962
"2746" "7924" -1451460 -1222424 -993388
"2747" "7925" -1446696 -1210941 -975186
"2748" "7926" -1447272 -1207186 -967100
"2749" "7927" -1468475 -1205724 -942973
"2750" "7929" -1502948 -1164045 -825142
"2751" "7931" -1461543 -1208621 -955699
"2752" "7932" -1526449 -1187524 -848599
"2753" "7933" -1397491 -1168566 -939641
"2754" "7934" -1432173 -1179246 -926319
"2755" "7935" -1622556 -1185557 -748558
"2756" "7936" -1446397 -1210786 -975175
"2757" "7937" -1530738 -1093623 -656508
"2758" "7938" -1534907 -1302861 -1070815
"2759" "7941" -1290071 -1081644 -873217
"2760" "7942" -1309537 -1103667 -897797
"2761" "7943" -1331363 -1125522 -919681
"2762" "7944" -1353209 -1143429 -933649
"2763" "7946" -1381783 -1162510 -943237
"2764" "7948" -1349109 -1141303 -933497
"2765" "7949" -1479061 -1179744 -880427
"2766" "7951" -1351102 -1143273 -935444
"2767" "7954" -1438112 -1224685 -1011258
"2768" "7955" -1492497 -1246824 -1001151
"2769" "7957" -1380208 -1168269 -956330
"2770" "7958" -1425787 -1217641 -1009495
"2771" "7961" -1336858 -1127489 -918120
"2772" "7963" -1381254 -1178498 -975742
"2773" "7964" -2061156 -1722303 -1383450
"2774" "7965" -1382995 -945937 -508879
"2775" "7971" -1409425 -1199213 -989001
"2776" "7973" -1393770 -1116781 -839792
"2777" "7975" -1443647 -1226690 -1009733
"2778" "7981" -1415345 -1199509 -983673
"2779" "7983" -1598368 -1358182 -1117996
"2780" "7984" -1689984 -1252458 -814932
"2781" "7986" -1711630 -1434618 -1157606
"2782" "7991" -1402911 -1194961 -987011
"2783" "8011" -1080072 -867162 -654252
"2784" "8012" -1209615 -988948 -768281
"2785" "8013" -1300139 -1054571 -809003
"2786" "8014" -1280868 -1054439 -828010
"2787" "8015" -1269743 -1045486 -821229
"2788" "8016" -1248503 -1022064 -795625
"2789" "8017" -1185157 -958751 -732345
"2790" "8019" -1281331 -1064513 -847695
"2791" "8021" -1218475 -983096 -747717
"2792" "8022" -1383271 -1084385 -785499
"2793" "8023" -1259964 -997235 -734506
"2794" "8024" -1235488 -1003548 -771608
"2795" "8025" -1138688 -875917 -613146
"2796" "8026" -1322866 -1090889 -858912
"2797" "8031" -1314845 -1097983 -881121
"2798" "8032" -1287262 -1051698 -816134
"2799" "8033" -1413154 -1114306 -815458
"2800" "8034" -1292986 -1068670 -844354
"2801" "8035" -1209688 -772684 -335680
"2802" "8041" -1320139 -1021242 -722345
"2803" "8042" -1300458 -1037730 -775002
"2804" "8043" -1283064 -1078772 -874480
"2805" "8044" -1498823 -1061972 -625121
"2806" "8051" -1217026 -1009909 -802792
"2807" "8052" -1369084 -1030381 -691678
"2808" "8055" -1417264 -1078498 -739732
"2809" "8061" -1310213 -1103040 -895867
"2810" "8064" -1350015 -1142807 -935599
"2811" "8066" -1423042 -1177371 -931700
"2812" "8071" -1312141 -1104710 -897279
"2813" "8072" -1296004 -1073628 -851252
"2814" "8075" -1326919 -1114237 -901555
"2815" "8076" -1314788 -1061751 -808714
"2816" "8077" -1521718 -1298962 -1076206
"2817" "8079" -1406207 -1160501 -914795
"2818" "8081" -1299828 -1095771 -891714
"2819" "8084" -1343373 -1138164 -932955
"2820" "8085" -1269473 -1057498 -845523
"2821" "8091" -1329785 -1125621 -921457
"2822" "8094" -1532870 -1279960 -1027050
"2823" "8095" -1382793 -1153745 -924697
"2824" "8096" -1314269 -1107088 -899907
"2825" "8097" -1374788 -1145918 -917048
"2826" "8101" -1340843 -1131088 -921333
"2827" "8102" -1338785 -1134836 -930887
"2828" "8103" -1350618 -1144542 -938466
"2829" "8105" -1488602 -1248580 -1008558
"2830" "8106" -1383437 -1162672 -941907
"2831" "8107" -1519961 -1279965 -1039969
"2832" "8111" -1399137 -1188321 -977505
"2833" "8112" -1486153 -1250587 -1015021
"2834" "8121" -1350270 -1145652 -941034
"2835" "8124" -1489058 -1212172 -935286
"2836" "8131" -1370968 -1165768 -960568
"2837" "8141" -1354227 -1147055 -939883
"2838" "8144" -1411705 -1176133 -940561
"2839" "8146" -1649602 -1212384 -775166
"2840" "8148" -1566755 -1312527 -1058299
"2841" "8151" -1382838 -1170249 -957660
"2842" "8152" -1373342 -1154035 -934728
"2843" "8153" -1517526 -1178703 -839880
"2844" "8154" -1564147 -1127078 -690009
"2845" "8161" -1278134 -1076032 -873930
"2846" "8162" -1309864 -1108860 -907856
"2847" "8166" -1308758 -1099361 -889964
"2848" "8167" -1259544 -1006552 -753560
"2849" "8171" -1319823 -1116519 -913215
"2850" "8172" -1301700 -1094546 -887392
"2851" "8181" -1304703 -1103649 -902595
"2852" "8191" -1340845 -1137526 -934207
"2853" "8193" -1523241 -1086057 -648873
"2854" "8194" -1326429 -1080750 -835071
"2855" "8196" -1335173 -1112781 -890389
"2856" "8211" -1552863 -1275481 -998099
"2857" "8212" -1358070 -1131647 -905224
"2858" "8219" -1428688 -1224467 -1020246
"2859" "8222" -1495768 -1242883 -989998
"2860" "8223" -1391869 -1177871 -963873
"2861" "8224" -1462260 -1209425 -956590
"2862" "8225" -1366353 -1156574 -946795
"2863" "8226" -1401118 -1196827 -992536
"2864" "8231" -1398718 -1163150 -927582
"2865" "8232" -1364125 -1124106 -884087
"2866" "8239" -1821348 -1522449 -1223550
"2867" "8241" -1354798 -1148345 -941892
"2868" "8242" -1360838 -1147557 -934276
"2869" "8243" -1391971 -1186547 -981123
"2870" "8244" -1376152 -1165863 -955574
"2871" "8245" -1348722 -1138456 -928190
"2872" "8251" -1385937 -1179578 -973219
"2873" "8252" -1358571 -1150401 -942231
"2874" "8253" -1401010 -1197279 -993548
"2875" "8255" -1401459 -1196790 -992121
"2876" "8256" -1678356 -1446172 -1213988
"2877" "8261" -1254646 -1051556 -848466
"2878" "8262" -1295030 -1090547 -886064
"2879" "8263" -1397459 -1157398 -917337
"2880" "8264" -1347097 -1101490 -855883
"2881" "8265" -1318116 -1113662 -909208
"2882" "8266" -1301063 -1094712 -888361
"2883" "8271" -1325235 -1114486 -903737
"2884" "8274" -1373385 -1133313 -893241
"2885" "8275" -1484877 -1207681 -930485
"2886" "8276" -1313992 -1051138 -788284
"2887" "8277" -1534094 -1235252 -936410
"2888" "8278" -1487212 -1050243 -613274
"2889" "8281" -1372863 -1161551 -950239
"2890" "8301" -1361009 -1125412 -889815
"2891" "8302" -1316455 -1112919 -909383
"2892" "8303" -1384164 -1177582 -971000
"2893" "8304" -1348920 -1130930 -912940
"2894" "8305" -1328733 -1099711 -870689
"2895" "8307" -1372865 -1164329 -955793
"2896" "8308" -1340315 -1119492 -898669
"2897" "8309" -1360596 -1143742 -926888
"2898" "8311" -1437810 -1208843 -979876
"2899" "8312" -1405456 -1186163 -966870
"2900" "8313" -1421913 -1206075 -990237
"2901" "8314" -1384063 -1152056 -920049
"2902" "8315" -1383582 -1165538 -947494
"2903" "8316" -1388302 -1180847 -973392
"2904" "8317" -1350444 -1133578 -916712
"2905" "8325" -1374226 -1170665 -967104
"2906" "8326" -1385543 -1172919 -960295
"2907" "8331" -1363563 -1161423 -959283
"2908" "8332" -1355482 -1152429 -949376
"2909" "8333" -1382418 -1153475 -924532
"2910" "8334" -1391896 -1167629 -943362
"2911" "8335" -1683482 -1344359 -1005236
"2912" "8337" -1693372 -1354510 -1015648
"2913" "8338" -1406498 -1180081 -953664
"2914" "8339" -1663285 -1324483 -985681
"2915" "8341" -1458599 -1229659 -1000719
"2916" "8343" -1592411 -1253688 -914965
"2917" "8344" -1540793 -1201825 -862857
"2918" "8346" -1492374 -1153399 -814424
"2919" "8347" -1548590 -1302723 -1056856
"2920" "8351" -1468846 -1239839 -1010832
"2921" "8355" -1321132 -1110183 -899234
"2922" "8356" -1345058 -1128233 -911408
"2923" "8361" -1564001 -1127035 -690069
"2924" "8363" -1302312 -1003205 -704098
"2925" "8371" -2076866 -1841089 -1605312
"2926" "8373" -1447149 -1184373 -921597
"2927" "8374" -1430537 -1198493 -966449
"2928" "8375" -1398991 -1191839 -984687
"2929" "8376" -1386327 -1165562 -944797
"2930" "8377" -1414662 -1174450 -934238
"2931" "8378" -1587904 -1249115 -910326
"2932" "8381" -1490927 -1255250 -1019573
"2933" "8382" -1608376 -1309423 -1010470
"2934" "8383" -1597431 -1320347 -1043263
"2935" "8384" -1445975 -1217024 -988073
"2936" "8386" -1700007 -1262646 -825285
"2937" "8387" -1723152 -1286120 -849088
"2938" "8388" -1490937 -1237956 -984975
"2939" "8389" -1755067 -1478146 -1201225
"2940" "8391" -1451022 -1245769 -1040516
"2941" "8392" -1583353 -1343269 -1103185
"2942" "8393" -1743425 -1444399 -1145373
"2943" "8394" -1441803 -1142802 -843801
"2944" "8395" -1491220 -1228437 -965654
"2945" "8396" -1747219 -1408387 -1069555
"2946" "8397" -1617407 -1180558 -743709
"2947" "8398" -1376933 -1131069 -885205
"2948" "8401" -1406865 -1199071 -991277
"2949" "8403" -1653644 -1216668 -779692
"2950" "8404" -1615705 -1362742 -1109779
"2951" "8405" -1509135 -1170338 -831541
"2952" "8406" -1436964 -1210535 -984106
"2953" "8407" -1551903 -1275084 -998265
"2954" "8408" -1401280 -1172310 -943340
"2955" "8409" -1464766 -1201965 -939164
"2956" "8411" -1444687 -1231411 -1018135
"2957" "8412" -1756331 -1417401 -1078471
"2958" "8413" -1557217 -1304204 -1051191
"2959" "8414" -1387748 -1147695 -907642
"2960" "8415" -1532532 -1279533 -1026534
"2961" "8421" -1518063 -1255340 -992617
"2962" "8422" -1515629 -1078590 -641551
"2963" "8423" -1523108 -1277351 -1031594
"2964" "8424" -1589779 -1354100 -1118421
"2965" "8425" -1801852 -1364966 -928080
"2966" "8426" -1462811 -1238557 -1014303
"2967" "8428" -1598918 -1299878 -1000838
"2968" "8431" -1429418 -1219644 -1009870
"2969" "8432" -1534838 -1302714 -1070590
"2970" "8433" -1456461 -1237145 -1017829
"2971" "8434" -1493337 -1240445 -987553
"2972" "8435" -1554477 -1314419 -1074361
"2973" "8437" -1930315 -1493283 -1056251
"2974" "8438" -1695368 -1258370 -821372
"2975" "8441" -1398444 -1183623 -968802
"2976" "8442" -1391791 -1146181 -900571
"2977" "8443" -1441325 -1205610 -969895
"2978" "8444" -1498684 -1199239 -899794
"2979" "8445" -1432562 -1179537 -926512
"2980" "8446" -1374708 -1162782 -950856
"2981" "8447" -1312244 -1087989 -863734
"2982" "8448" -1389069 -1172183 -955297
"2983" "8451" -1578973 -1302087 -1025201
"2984" "8453" -1455877 -1215789 -975701
"2985" "8454" -1435873 -1097140 -758407
"2986" "8455" -1767418 -1504596 -1241774
"2987" "8456" -1394132 -1174785 -955438
"2988" "8458" -1397546 -1144619 -891692
"2989" "8459" -1379706 -1102461 -825216
"2990" "8461" -1588840 -1325899 -1062958
"2991" "8462" -2053287 -1615412 -1177537
"2992" "8463" -1435455 -1172354 -909253
"2993" "8464" -1387377 -1160930 -934483
"2994" "8465" -1535394 -1272447 -1009500
"2995" "8468" -1592965 -1254135 -915305
"2996" "8471" -1367238 -1165067 -962896
"2997" "8472" -1409879 -1169881 -929883
"2998" "8474" -1451282 -1211294 -971306
"2999" "8475" -1880243 -1443110 -1005977
"3000" "8476" -1933338 -1496275 -1059212
"3001" "8478" -1573140 -1134301 -695462
"3002" "8481" -1687012 -1249907 -812802
"3003" "8483" -1422796 -1182735 -942674
"3004" "8484" -1615622 -1276497 -937372
"3005" "8485" -1727998 -1389145 -1050292
"3006" "8486" -1838363 -1401372 -964381
"3007" "8488" -1401593 -1138689 -875785
"3008" "8489" -1603306 -1166091 -728876
"3009" "8491" -1375305 -1112525 -849745
"3010" "8493" -1313964 -1037068 -760172
"3011" "8494" -1350473 -1087694 -824915
"3012" "8495" -1423546 -1202560 -981574
"3013" "8501" -1344224 -1126191 -908158
"3014" "8502" -1405330 -1181115 -956900
"3015" "8506" -1585192 -1148272 -711352
"3016" "8508" -1602665 -1349531 -1096397
"3017" "8511" -1246550 -947636 -648722
"3018" "8512" -895289 -458226 -21163
"3019" "8513" -1513095 -1214236 -915377
"3020" "8517" -1498206 -1199214 -900222
"3021" "8521" -1418190 -1182584 -946978
"3022" "8523" -1496249 -1157505 -818761
"3023" "8525" -1330321 -1106054 -881787
"3024" "8526" -1583586 -1146565 -709544
"3025" "8528" -1654097 -1314724 -975351
"3026" "8531" -1359515 -1152342 -945169
"3027" "8532" -1372193 -1149804 -927415
"3028" "8535" -1515498 -1176609 -837720
"3029" "8536" -1436707 -1201146 -965585
"3030" "8537" -1609004 -1269590 -930176
"3031" "8538" -1439081 -1176270 -913459
"3032" "8539" -1425288 -1196320 -967352
"3033" "8541" -1214349 -915339 -616329
"3034" "8542" -1542444 -1203626 -864808
"3035" "8551" -1385227 -1177375 -969523
"3036" "8552" -2785672 -2348384 -1911096
"3037" "8553" -1448346 -1171235 -894124
"3038" "8554" -1739650 -1400585 -1061520
"3039" "8556" -1482403 -1229500 -976597
"3040" "8561" -1524043 -1284058 -1044073
"3041" "8563" -1586252 -1346156 -1106060
"3042" "8564" -2875802 -2438289 -2000776
"3043" "8566" -1560385 -1307303 -1054221
"3044" "8567" -1631302 -1292278 -953254
"3045" "8571" -1491499 -1228675 -965851
"3046" "8572" -1569882 -1231028 -892174
"3047" "8574" -1480934 -1204103 -927272
"3048" "8581" -1418592 -1078787 -738982
"3049" "8582" -1578827 -1301684 -1024541
"3050" "8584" -1440013 -1163168 -886323
"3051" "8601" -1321385 -1111771 -902157
"3052" "8602" -1298315 -1089739 -881163
"3053" "8603" -1307222 -1097029 -886836
"3054" "8604" -1294331 -1085801 -877271
"3055" "8605" -1356469 -1116323 -876177
"3056" "8606" -1318331 -1111209 -904087
"3057" "8607" -1311198 -1105356 -899514
"3058" "8608" -1349705 -1140798 -931891
"3059" "8611" -1329594 -1083902 -838210
"3060" "8613" -1451502 -1014508 -577514
"3061" "8614" -1376051 -1151745 -927439
"3062" "8615" -1398117 -1121228 -844339
"3063" "8617" -1373426 -1074499 -775572
"3064" "8618" -1455748 -1156650 -857552
"3065" "8621" -1302955 -1088862 -874769
"3066" "8622" -1374091 -1128364 -882637
"3067" "8624" -1472522 -1133698 -794874
"3068" "8625" -1329477 -1100501 -871525
"3069" "8627" -1568758 -1269860 -970962
"3070" "8629" -1352864 -1128627 -904390
"3071" "8631" -1448660 -1109536 -770412
"3072" "8633" -1381852 -1146287 -910722
"3073" "8635" -1495004 -1196074 -897144
"3074" "8636" -1689171 -1252337 -815503
"3075" "8637" -1498258 -1159544 -820830
"3076" "8641" -1594832 -1157939 -721046
"3077" "8642" -1630993 -1193995 -756997
"3078" "8644" -1678192 -1241247 -804302
"3079" "8647" -1572746 -1135085 -697424
"3080" "8651" -1352996 -1124016 -895036
"3081" "8658" -1706662 -1269588 -832514
"3082" "8701" -1358929 -1140964 -922999
"3083" "8702" -1458961 -1120239 -781517
"3084" "8711" -1407923 -1199047 -990171
"3085" "8713" -1435519 -1182635 -929751
"3086" "8715" -1370977 -1118291 -865605
"3087" "8721" -1592963 -1330140 -1067317
"3088" "8722" -1438185 -1175344 -912503
"3089" "8723" -1410645 -1192682 -974719
"3090" "8724" -1595158 -1158166 -721174
"3091" "8731" -1383240 -1165190 -947140
"3092" "8732" -1755375 -1416610 -1077845
"3093" "8734" -1499841 -1254226 -1008611
"3094" "8735" -1394030 -1141104 -888178
"3095" "8742" -1945495 -1606503 -1267511
"3096" "8744" -1506099 -1167369 -828639
"3097" "8746" -1591744 -1154168 -716592
"3098" "8747" -1485796 -1146932 -808068
"3099" "8748" -1407489 -1181070 -954651
"3100" "8749" -1620288 -1182097 -743906
"3101" "8751" -1441574 -1178782 -915990
"3102" "8752" -1686374 -1249298 -812222
"3103" "8753" -1540138 -1102496 -664854
"3104" "8754" -1395870 -1183933 -971996
"3105" "8757" -1522356 -1183560 -844764
"3106" "8759" -1395851 -1133099 -870347
"3107" "8761" -1596465 -1159450 -722435
"3108" "8763" -1703198 -1364276 -1025354
"3109" "8764" -1569462 -1230317 -891172
"3110" "8765" -1637072 -1200035 -762998
"3111" "8771" -1439954 -1141015 -842076
"3112" "8773" -1511910 -1173172 -834434
"3113" "8774" -1573552 -1136466 -699380
"3114" "8801" -1401351 -1195072 -988793
"3115" "8802" -1333021 -1116041 -899061
"3116" "8804" -1512724 -1235694 -958664
"3117" "8805" -1564434 -1265387 -966340
"3118" "8806" -1761830 -1324844 -887858
"3119" "8807" -1612302 -1273481 -934660
"3120" "8808" -1596398 -1159505 -722612
"3121" "8811" -1545259 -1206527 -867795
"3122" "8812" -1491148 -1192193 -893238
"3123" "8814" -1591153 -1154074 -716995
"3124" "8821" -1368553 -1105884 -843215
"3125" "8822" -1465092 -1188143 -911194
"3126" "8823" -1751865 -1452720 -1153575
"3127" "8831" -1495571 -1156866 -818161
"3128" "8832" -1611693 -1174613 -737533
"3129" "8835" -1416114 -1153344 -890574
"3130" "8841" -1555518 -1256338 -957158
"3131" "8842" -1470884 -1208061 -945238
"3132" "8843" -1629101 -1290190 -951279
"3133" "8851" -1484097 -1252097 -1020097
"3134" "8854" -1576879 -1238109 -899339
"3135" "8855" -1429021 -1166272 -903523
"3136" "8857" -1536459 -1197682 -858905
"3137" "8861" -1290822 -1087342 -883862
"3138" "8862" -1365803 -1159240 -952677
"3139" "8872" -1492302 -1193367 -894432
"3140" "8899" -1420560 -1081925 -743290
"3141" "8911" -1247419 -1033540 -819661
"3142" "8913" -1348740 -1129496 -910252
"3143" "8915" -1409833 -1164251 -918669
"3144" "8916" -1344825 -1129015 -913205
"3145" "8917" -1392110 -1165746 -939382
"3146" "8918" -1425517 -1162767 -900017
"3147" "8919" -1403468 -1150633 -897798
"3148" "8921" -1347904 -1141324 -934744
"3149" "8922" -1336297 -1116971 -897645
"3150" "8923" -1474390 -1175483 -876576
"3151" "8924" -1445378 -1168569 -891760
"3152" "8925" -1367705 -1141309 -914913
"3153" "8926" -1397113 -1157072 -917031
"3154" "8927" -1537693 -1260828 -983963
"3155" "8931" -1424986 -1126084 -827182
"3156" "8932" -1356049 -1144127 -932205
"3157" "8933" -1386982 -1154982 -922982
"3158" "8934" -1493102 -1154368 -815634
"3159" "8935" -1377144 -1159145 -941146
"3160" "8938" -1555919 -1118805 -681691
"3161" "8939" -1339983 -1127413 -914843
"3162" "8941" -1185776 -886145 -586514
"3163" "9001" -1324891 -1120871 -916851
"3164" "9003" -1377559 -1151375 -925191
"3165" "9005" -1385957 -1165199 -944441
"3166" "9007" -1578240 -1141152 -704064
"3167" "9008" -1533410 -1234550 -935690
"3168" "9011" -1363199 -1143880 -924561
"3169" "9012" -1409138 -1173542 -937946
"3170" "9014" -1401997 -1125142 -848287
"3171" "9021" -1445282 -1209691 -974100
"3172" "9022" -1433651 -1214320 -994989
"3173" "9023" -1424789 -1171953 -919117
"3174" "9024" -1492156 -1193253 -894350
"3175" "9026" -1492543 -1215483 -938423
"3176" "9027" -1748187 -1449197 -1150207
"3177" "9033" -1369047 -1106127 -843207
"3178" "9034" -1422594 -1159806 -897018
"3179" "9035" -1429634 -1203202 -976770
"3180" "9036" -1415986 -1201085 -986184
"3181" "9037" -1592543 -1155464 -718385
"3182" "9041" -1439053 -1199015 -958977
"3183" "9043" -1605190 -1167960 -730730
"3184" "9044" -1438754 -1212252 -985750
"3185" "9045" -1447451 -1211811 -976171
"3186" "9047" -1477031 -1200185 -923339
"3187" "9051" -1388128 -1178765 -969402
"3188" "9054" -1768186 -1429473 -1090760
"3189" "9055" -1706738 -1269898 -833058
"3190" "9056" -1512376 -1213386 -914396
"3191" "9057" -1490394 -1151632 -812870
"3192" "9061" -1429559 -1197542 -965525
"3193" "9062" -1412472 -1188260 -964048
"3194" "9063" -1488234 -1189298 -890362
"3195" "9064" -1426724 -1149568 -872412
"3196" "9067" -1598545 -1299379 -1000213
"3197" "9071" -1609090 -1172207 -735324
"3198" "9073" -1472852 -1240763 -1008674
"3199" "9074" -1419565 -1197177 -974789
"3200" "9076" -1590046 -1367615 -1145184
"3201" "9077" -1510684 -1211691 -912698
"3202" "9078" -1533250 -1234264 -935278
"3203" "9079" -1427349 -1191705 -956061
"3204" "9081" -1391023 -1113840 -836657
"3205" "9084" -1355756 -1102853 -849950
"3206" "9086" -1610346 -1311403 -1012460
"3207" "9088" -1450124 -1204486 -958848
"3208" "9089" -1504306 -1241575 -978844
"3209" "9101" -1392151 -1180971 -969791
"3210" "9102" -1517463 -1080576 -643689
"3211" "9103" -1416592 -1170936 -925280
"3212" "9104" -1436986 -1217616 -998246
"3213" "9105" -1493972 -1241044 -988116
"3214" "9107" -1438787 -1098796 -758805
"3215" "9108" -1474735 -1175746 -876757
"3216" "9109" -1636466 -1199330 -762194
"3217" "9111" -1486129 -1209101 -932073
"3218" "9112" -1656228 -1317466 -978704
"3219" "9113" -1488124 -1149400 -810676
"3220" "9114" -1492339 -1193349 -894359
"3221" "9121" -1674045 -1335170 -996295
"3222" "9122" -1718188 -1419193 -1120198
"3223" "9123" -1492873 -1268624 -1044375
"3224" "9124" -1670894 -1233819 -796744
"3225" "9131" -1459138 -1213352 -967566
"3226" "9132" -1522684 -1245748 -968812
"3227" "9133" -1502420 -1256262 -1010104
"3228" "9134" -1553955 -1214938 -875921
"3229" "9135" -1528272 -1229286 -930300
"3230" "9136" -2018549 -1581473 -1144397
"3231" "9137" -1462428 -1216728 -971028
"3232" "9138" -1515524 -1238590 -961656
"3233" "9141" -1635804 -1336790 -1037776
"3234" "9142" -1669383 -1330679 -991975
"3235" "9143" -1605314 -1265957 -926600
"3236" "9144" -1576625 -1237570 -898515
"3237" "9145" -1420363 -1197938 -975513
"3238" "9151" -1417332 -1194902 -972472
